_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,Prediction
8058,a5942,b5625,Resistance 2,Insomniac Games,SCEI|SCE Australia|SCEE|SCEA,PlayStation 3,First-Person|Shooter|3D|Action,8.6,4 Nov 2008,2008-11-04,Resistance 2,Insomniac Games,Sony Computer Entertainment,PlayStation 3,First-person shooter,7.5,04 November 2008,2008-11-04,1.0
8061,a5943,b5626,Resistance 3,Insomniac Games,SCEE|SCE Australia|SCEA|SCEI,PlayStation 3,3D|Action|First-Person|Shooter,8.4,6 Sep 2011,2011-09-06,Resistance 3,Insomniac Games,Sony Computer Entertainment,PlayStation 3,First-person shooter,8.0,06 September 2011,2011-09-06,1.0
8064,a5944,b5627,Resistance: Burning Skies,Nihilistic,SCEI|SCEE|SCEA|SCE Australia,PlayStation Vita,Action|First-Person|Shooter|3D,7.0,29 May 2012,2012-05-29,Resistance: Burning Skies,Nihilistic Software,Sony Computer Entertainment,PlayStation Vita,First-Person|Shooter,6.1,29 May 2012,2012-05-29,1.0
8065,a5945,b5628,Resistance: Fall of Man,Insomniac Games,SCEA|SCEI|SCE Australia|SCEE|SCE Korea,PlayStation 3,First-Person|Shooter|3D|Action,8.6,14 Nov 2006,2006-11-14,Resistance: Fall of Man,Insomniac Games,SCE,PlayStation 3,First-Person|Shooter,7.4,17 November 2006,2006-11-17,1.0
8067,a5946,b5629,Resistance: Retribution,Sony Bend,SCEI|SCE Australia|SCEE|SCEA,PSP,Action|Shooter|Third-Person|3D,8.5,17 Mar 2009,2009-03-17,Resistance: Retribution,SCE Bend Studio,Sony Computer Entertainment,PlayStation Vita|PSP,Third-person shooter,6.8,17 March 2009,2009-03-17,1.0
8068,a5947,b5630,Resogun,XDEV|Housemarque|Climax Group,SCEI|SCEA|SCEE|SCE Australia,PlayStation 3|PlayStation 4|PlayStation Vita,Action|2D|Shoot-'Em-Up,7.9,15 Nov 2013,2013-11-15,Resogun,Housemarque,Sony Computer Entertainment,PlayStation 3|PlayStation 4|PlayStation Vita,Scrolling|Shooter,8.0,15 November 2013,2013-11-15,1.0
8072,a5948,b5632,Resonance of Fate,Tri-Ace,Sega,PlayStation 3|Xbox 360,Role-Playing,8.0,16 Mar 2010,2010-03-16,Resonance of Fate,tri-Ace,Sega,PlayStation 3|Xbox 360,Role-playing,7.8,16 March 2010,2010-03-16,1.0
8074,a595,b637,Batman: Vengeance,Ubisoft Montreal|Ubisoft,Ubisoft,Game Boy Advance|GameCube|PC|PlayStation 2|Xbox,Adventure|Action,6.8,15 Oct 2001,2001-10-15,Batman: Vengeance,Ubisoft,Ubisoft,Game Boy Advance|Nintendo GameCube|PC|PlayStation 2,Action|Adventure,5.5,15 October 2001,2001-10-15,1.0
8077,a5952,b5635,Retro City Rampage,Vblank Entertainment Inc.,Vblank Entertainment Inc.,3DS|Android|iOS (iPhone/iPad)|Linux|Macintosh|Nintendo Switch|PC|PlayStation 3|PlayStation 4|PlayStation Vita|PSP|Wii|Xbox 360,Action|Adventure,7.3,9 Oct 2012,2012-10-09,Retro City Rampage,Vblank Entertainment,D3 Publisher,PC|PlayStation 3|PlayStation Vita|Xbox 360,Action|Adventure|Open World|Racing,7.2,09 October 2012,2012-10-09,1.0
8078,a5953,b5637,Retro Game Challenge,Indies Zero,Bandai Namco Games|Xseed Games,DS,Action,8.3,10 Feb 2009,2009-02-10,Retro Game Challenge,indieszero,JP: Namco Bandai Games|NA: Xseed Games,Nintendo DS,,8.0,10 February 2009,2009-02-10,1.0
8079,a5954,b5634,Retro/Grade,24 Carat Games,24 Carat Games,PC|PlayStation 3,Music/Rhythm,6.9,21 Aug 2012,2012-08-21,Retro/Grade,24 Caret Games,24 Caret Games,PC|PlayStation 3,Music/Rhythm,6.9,20 March 2013,2013-03-20,1.0
8082,a5959,b5639,Return to Castle Wolfenstein,Westlake Interactive|Gray Matter|Raster|Nerve Software,Aspyr|Activision|id Software,Macintosh|PC|PlayStation 2|Xbox,Action|First-Person|Shooter|3D,8.5,19 Nov 2001,2001-11-19,Return to Castle Wolfenstein,Gray Matter Interactive|id Software,Activision,PC|Xbox,First-person shooter,7.9,19 November 2001,2001-11-19,1.0
8084,a596,b639,Battalion Wars 2,Kuju Entertainment,Nintendo,Wii,Strategy|Real-Time,8.0,29 Oct 2007,2007-10-29,Battalion Wars 2,Kuju Entertainment,Nintendo,Wii,Third-person shooter|Strategy,7.6,29 October 2007,2007-10-29,1.0
8086,a5962,b5641,Return to Mysterious Island,Tetraedge|Coladia|Kheops Studio,Chillingo Ltd|Anuman Interactive|Coladia|DreamCatcher Interactive|Peter Games|Meridian4|Tetraedge,iOS (iPhone/iPad)|Macintosh|PC|Windows Mobile,Adventure,7.9,2 Nov 2004,2004-11-02,Return to Mysterious Island,Kheops Studio,The Adventure Company,PC,Adventure,7.2,19 November 2004,2004-11-19,1.0
8087,a5963,b5644,Reus,Abbey Games|Soedesco,Abbey Games|Soedesco,Linux|Macintosh|PC|PlayStation 4|Xbox One,Strategy,7.3,16 May 2013,2013-05-16,Reus,Abbey Games,Abbey Games,PC,Real-Time|Strategy,6.8,16 May 2013,2013-05-16,1.0
8091,a5968,b5655,Rez,UGA|Enhance Games|HexaDrive,Sega|Enhance Games|SCEE|iam8bit|Microsoft Game Studios|Q Entertainment,Dreamcast|PC|PlayStation 2|PlayStation 4|Xbox 360,Action|On-Rails|Shooter|3D,8.6,7 Jan 2002,2002-01-07,Rez,United Game Artists,Sega|Sony,Dreamcast|PlayStation 2|Xbox 360,Rail Shooter|Music,8.2,07 January 2002,2002-01-07,1.0
8092,a597,b638,Battalion Wars,Kuju Entertainment,Nintendo,GameCube,Strategy|Real-Time,8.4,19 Sep 2005,2005-09-19,Battalion Wars,Kuju Entertainment,Nintendo,Nintendo GameCube,Real-Time|Action|Tactical,8.0,19 September 2005,2005-09-19,1.0
8094,a5970,b5658,Rhapsody: A Musical Adventure,Nippon Ichi Software,NIS America|Nippon Ichi Software|Ubisoft|NIS Europe,DS,Role-Playing,7.6,23 Sep 2008,2008-09-23,Rhapsody: A Musical Adventure,Nippon Ichi Software,Nippon Ichi Software|Atlus|NIS America|Square Enix,Nintendo DS|PlayStation,Tactical role-playing,6.4,13 July 2000,2000-07-13,1.0
8098,a5972,b5660,Rhythm Heaven Fever,Nintendo,Nintendo,Wii,Music/Rhythm,8.1,13 Feb 2012,2012-02-13,Rhythm Heaven Fever,Nintendo SPD Group No.1|TNX,Nintendo,Wii,Music|Platformer,8.7,13 February 2012,2012-02-13,1.0
8100,a5973,b5659,Rhythm Heaven,Nintendo,Nintendo,DS,Music/Rhythm,8.2,5 Apr 2009,2009-04-05,Rhythm Heaven,Nintendo SPD Group No.1|TNX,Nintendo,Nintendo 3DS|Nintendo DS,Music/Rhythm,8.3,05 April 2009,2009-04-05,1.0
8103,a5974,b5663,Rhythm Thief & the Emperor's Treasure,Sega,Sega,3DS,Music/Rhythm,8.0,10 Jul 2012,2012-07-10,Rhythm Thief & the Emperor's Treasure,Sega|Xeen,Nintendo,Nintendo 3DS,Adventure|Puzzle,7.3,10 July 2012,2012-07-10,1.0
8106,a5979,b5667,Ride to Hell: Retribution,Deep Silver|Eutechnyx,Deep Silver,PC|PlayStation 3|Xbox 360,Action|Adventure,3.3,24 Jun 2013,2013-06-24,Ride to Hell: Retribution,Deep Silver|Eutechnyx,Deep Silver,PC|PlayStation 3|Xbox 360,Third-Person|Action|Adventure|Shooter,1.2,25 June 2013,2013-06-25,1.0
8113,a5981,b5669,Ridge Racer 3D,Namco Bandai Games,Namco Bandai Games|Bandai Namco Games,3DS,Arcade|Driving/Racing,7.6,22 Mar 2011,2011-03-22,Ridge Racer 3D,Namco Bandai Games,Namco Bandai Games,Nintendo 3DS|Nintendo DS,Racing,6.2,22 March 2011,2011-03-22,1.0
8118,a5984,b5670,Ridge Racer 7,Namco Bandai Games,SCE Australia|SCEE|Namco Bandai Games|Bandai Namco Games,PlayStation 3,Arcade|Driving/Racing,7.5,13 Nov 2006,2006-11-13,Ridge Racer 7,Namco Bandai Games,Namco Bandai Games,PlayStation 3,Racing,6.6,13 November 2006,2006-11-13,1.0
8120,a5987,b5672,Ridge Racer Unbounded,Bugbear,Namco Bandai Games|Bandai Namco Games,PC|PlayStation 3|Xbox 360,Driving/Racing|Arcade,6.9,27 Mar 2012,2012-03-27,Ridge Racer: Unbounded,Bugbear Entertainment,Namco Bandai Games,PC|PlayStation 3|Xbox 360,Racing,5.4,27 March 2012,2012-03-27,1.0
8121,a5989,b5668,Ridge Racer,Namco,SCEE|Bandai Namco Games|Namco,PSP,Arcade|Driving/Racing,8.7,22 Mar 2005,2005-03-22,Ridge Racer,Namco,Namco,PlayStation,Racing,7.0,09 September 1995,1995-09-09,1.0
8122,a5989,b5671,Ridge Racer,Namco,SCEE|Bandai Namco Games|Namco,PSP,Arcade|Driving/Racing,8.7,22 Mar 2005,2005-03-22,Ridge Racer (PSP),Namco,Namco,PSP,Racing,7.3,22 March 2005,2005-03-22,1.0
8124,a5991,b5674,Rift,Trion Worlds,Trion Worlds,Android|PC,Free-to-Play|MMO|Role-Playing,8.1,1 Mar 2011,2011-03-01,Rift,Trion Worlds,Trion Worlds,PC,MMORPG,6.8,01 March 2011,2011-03-01,1.0
8131,a600,b643,Battle Arena Toshinden,Digital Dialect|Tamsoft|Takara,Playmates|SCEE|Takara|SCEA|Tamsoft|Sega|Tec Toy,PC|PlayStation|Saturn,3D|Action|Fighting,7.0,August 1995,1995-08-01,Battle Arena Toshinden,Tamsoft,TAKARA,Game Boy|PC|PlayStation,Fighting,6.0,01 September 1995,1995-09-01,1.0
8135,a6004,b5682,Rise of Nations: Rise of Legends,Big Huge Games,Microsoft Game Studios,PC,Strategy|Real-Time,8.3,9 May 2006,2006-05-09,Rise of Nations: Rise of Legends,Big Huge Games,Microsoft Game Studios,PC,Real-time strategy,7.8,09 May 2006,2006-05-09,1.0
8141,a6005,b5680,Rise of Nations,Big Huge Games,Empire Interactive|Microsoft Game Studios,PC,Strategy|Real-Time,8.9,20 May 2003,2003-05-20,Rise of Nations,Big Huge Games,Microsoft Game Studios,PC,Real-Time Strategy,8.1,20 May 2003,2003-05-20,1.0
8143,a6007,b5684,Rise of the Argonauts,Liquid Entertainment,Codemasters|ak tronic,PC|PlayStation 3|Xbox 360,Action|Role-Playing,7.3,16 Dec 2008,2008-12-16,Rise of the Argonauts,Liquid Entertainment,Codemasters,PC|PlayStation 3|Xbox 360,Third-person action adventure,6.7,16 December 2008,2008-12-16,1.0
8144,a6009,b5686,Rise of the Tomb Raider,Crystal Dynamics|Nixxes Software,Square Enix|Koch Media|Microsoft Game Studios,Linux|Macintosh|PC|PlayStation 4|Xbox 360|Xbox One,Action|Adventure,8.7,10 Nov 2015,2015-11-10,Rise of the Tomb Raider,Crystal Dynamics,Square Enix,PC|PlayStation 4|Xbox 360|Xbox One,Third-Person|Action|Adventure,8.5,10 November 2015,2015-11-10,1.0
8147,a6010,b5690,Rise of the Triad,Interceptor,Apogee Games,PC,Shooter|3D|Action|First-Person,6.2,31 Jul 2013,2013-07-31,Rise of the Triad (2013),Interceptor Entertainment,Apogee Software,PC,First-Person|Shooter,5.8,31 July 2013,2013-07-31,1.0
8153,a6011,b3532,Rise to Honor,SCE Foster City Studio,SCEA|SCEE,PlayStation 2,2D|Action|Beat-'Em-Up,7.5,17 Feb 2004,2004-02-17,Jet Li: Rise to Honour,SCEA,SCEA,PlayStation 2,Action,6.0,17 February 2004,2004-02-17,1.0
8155,a6012,b5693,Risen 2: Dark Waters,Piranha Bytes,Deep Silver|Ubisoft,PC|PlayStation 3|Xbox 360,Role-Playing,7.0,24 Apr 2012,2012-04-24,Risen 2: Dark Waters,Piranha Bytes,Deep Silver,PC|PlayStation 3|Xbox 360,Action|Role-Playing,7.3,24 April 2012,2012-04-24,1.0
8158,a6013,b5696,Risen 3: Titan Lords,Piranha Bytes,Deep Silver,PC|PlayStation 3|PlayStation 4|Xbox 360,Action|Role-Playing,6.9,12 Aug 2014,2014-08-12,Risen 3: Titan Lords,Piranha Bytes,Deep Silver,PC|PlayStation 3|PlayStation 4,Third-Person|Adventure|Role-Playing,7.3,12 August 2014,2014-08-12,1.0
8160,a6014,b5692,Risen,Piranha Bytes,Deep Silver,PC|Xbox 360,Role-Playing,7.8,2 Oct 2009,2009-10-02,Risen,Piranha Bytes,Deep Silver,PC|Xbox 360,Action role-playing,7.5,02 October 2009,2009-10-02,1.0
8162,a6017,b5697,RISK: Factions,Stainless Games,Electronic Arts,PC|PlayStation 3|Xbox 360,Strategy|Turn-Based,7.2,23 Jun 2010,2010-06-23,Risk: Factions,Stainless Games|Powerhouse Animation Studios,Electronic Arts,PC|PlayStation 3|Xbox 360,Strategy,7.1,23 June 2010,2010-06-23,1.0
8164,a6019,b5698,Risk of Rain,Chucklefish|Hopoo Games,Chucklefish|Hopoo Games|Limited Run Games,Linux|Macintosh|PC|PlayStation 4|PlayStation Vita,2D|Action|Platformer,7.8,8 Nov 2013,2013-11-08,Risk of Rain,Chris Christodoulou,,Linux|PC|PlayStation 4|PlayStation Vita,Action|Platform|Role-Playing,7.7,08 November 2013,2013-11-08,1.0
8167,a6021,b5699,Ristar,Sega|Biox|Sonic Team,Sega|Tec Toy|Samsung,Android|GameGear|Genesis|iOS (iPhone/iPad)|PC,Platformer|2D|Action,8.5,16 Feb 1995,1995-02-16,Ristar,Sonic Team,Sega,PC|PlayStation 2|Sega Game Gear|Sega Mega Drive/Genesis|Wii|Xbox 360,Platformer,8.1,16 February 1995,1995-02-16,1.0
8168,a6023,b5453,RIVE,Two Tribes,Two Tribes|Flyhigh Works|EastAsiaSoft|Rainy Frog|Limited Run Games,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Action|Platformer|2D,7.6,13 Sep 2016,2016-09-13,RIVE,Two Tribes,Two Tribes,Nintendo Switch|PC|PlayStation 4,Shooter,7.5,13 September 2015,2015-09-13,1.0
8171,a6028,b5703,Riviera: The Promised Land,Sting,Sting|ATLUS|505 Games|Bandai,Game Boy Advance|PSP|WonderSwan Color,Role-Playing,8.6,28 Jun 2005,2005-06-28,Riviera: The Promised Land,Sting,JP: Sting|NA: Atlus USA|EU: 505 Games,Game Boy Advance|PlayStation Vita|PSP,Role-playing,7.1,28 June 2005,2005-06-28,1.0
8172,a603,b645,Battle Chasers: Nightwar,Airship Syndicate Entertainment,Nordic Games Publishing|THQ Nordic,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Role-Playing,7.3,3 Oct 2017,2017-10-03,Battle Chasers: Nightwar,Airship Syndicate,,PC|PlayStation 4|Xbox One,Top-Down|Turn-Based|Role-Playing|Strategy,7.5,December 2016,2016-12-01,1.0
8175,a6032,b5704,Road Not Taken,Spry Fox|LLC|Spry Fox,Spry Fox|LLC|Spry Fox,iOS (iPhone/iPad)|Macintosh|PC|PlayStation 4,Puzzle,6.2,5 Aug 2014,2014-08-05,Road Not Taken,Spry Fox,Spry Fox,PC|PlayStation 4,Puzzle,5.9,05 August 2014,2014-08-05,1.0
8177,a6033,b5707,Road Rash 3D,Electronic Arts,Electronic Arts,PlayStation,Arcade|Driving/Racing,7.5,31 May 1998,1998-05-31,Road Rash 3-D,Electronic Arts,Electronic Arts,PlayStation,Racing,6.3,31 May 1998,1998-05-31,1.0
8180,a6042,b5711,Robert Ludlum's The Bourne Conspiracy,High Moon Studios,Spike|Sierra Entertainment,PlayStation 3|Xbox 360,Action,7.8,3 Jun 2008,2008-06-03,Robert Ludlum's The Bourne Conspiracy,Sierra Entertainment|High Moon Studios,Sierra Entertainment,PlayStation 3|Xbox 360,Third-Person|Action|Adventure,6.7,03 June 2008,2008-06-03,1.0
8181,a6043,b5130,Roberta Williams' Phantasmagoria,Sierra Entertainment,Sierra Entertainment|Activision,PC,Adventure,7.7,31 Jul 1995,1995-07-31,Phantasmagoria,Sierra On-Line/Kronos|Digital Entertainment,Sierra On-Line,PC,Psychological horror|Adventure|Interactive movie,6.8,31 July 1995,1995-07-31,1.0
8183,a6045,b5712,Robin Hood: The Legend of Sherwood,e.p.i.c. interactive|Spellbound,Runesoft|Microids|Freeverse Software|Frogster Interactive|Strategy First|Meridian4|Peter Games,Linux|Macintosh|PC,Real-Time|Strategy,8.4,14 Nov 2002,2002-11-14,Robin Hood: The Legend of Sherwood,Strategy First|Spellbound Studios,Mindscape|Freeverse Software|Wanadoo,PC,Real-Time|Strategy,7.3,2002,2002-01-01,1.0
8188,a6046,b5713,Robinson: The Journey,Crytek,Crytek|Sony Interactive Entertainment,PC|PlayStation 4,Adventure|Action,8.0,8 Nov 2016,2016-11-08,Robinson: The Journey,Crytek,Crytek,PlayStation 4|PlayStation VR,Virtual Reality,6.3,08 November 2016,2016-11-08,1.0
8189,a6047,b5714,RoboBlitz,Naked Sky Entertainment,Naked Sky Entertainment|Microsoft Game Studios,PC|Xbox 360,Third-Person|3D|Action|Shooter,7.6,7 Nov 2006,2006-11-07,RoboBlitz,Naked Sky Entertainment,Naked Sky Entertainment (PC)|Microsoft Game Studios (XBLA),PC|Xbox 360,Third-Person|Action|Puzzle,6.4,07 November 2006,2006-11-07,1.0
8193,a6050,b5715,RoboCop,Ocean|Data East|Mirage|SAS Sakata,Data East|Ocean|Epic Sony Record|Titus Software|Erbe Software,Amiga|Amstrad CPC|Arcade Games|Atari ST|Commodore 64|Game Boy|Game Boy Color|MSX|NES|PC|Sinclair ZX81/Spectrum,2D|Action|Shoot-'Em-Up,5.2,November 1988,1988-11-01,RoboCop,Data East|Nihon Bussan,Data East (Arcade)|Ocean Software (Home),Arcade|Game Boy|NES,Side Scroller,6.4,1988,1988-01-01,1.0
8194,a6055,b5719,Robotech: Battlecry,Vicious Cycle,TDK Mediactive,GameCube|PlayStation 2|Xbox,3D|Action|Shooter|Third-Person,7.3,25 Sep 2002,2002-09-25,Robotech: Battlecry,Vicious Cycle Software,TDK Mediactive,Nintendo GameCube|PlayStation 2|Xbox,Shooter,7.5,25 September 2002,2002-09-25,1.0
8198,a6060,b5721,Rochard,Recoil Games,Recoil Games|Nordic Games Publishing|Sony Online Entertainment,Android|Linux|Macintosh|PC|PlayStation 3,2D|Action|Platformer,7.6,27 Sep 2011,2011-09-27,Rochard,Recoil Games,Sony Online Entertainment,Linux|Mac|PC|PlayStation 3,Action|Platform|Puzzle,7.2,27 September 2011,2011-09-27,1.0
8200,a6061,b5723,Rock Band 2,Harmonix Music Systems,MTV Games|Electronic Arts|EA Games,PlayStation 2|PlayStation 3|Wii|Xbox 360,Music/Rhythm,8.9,14 Sep 2008,2008-09-14,Rock Band 2,Harmonix (Xbox 360/PS3)|Pi Studios (PS2/Wii),MTV Games,PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm,8.8,14 September 2008,2008-09-14,1.0
8203,a6062,b5724,Rock Band 3,Backbone Entertainment|Harmonix Music Systems,MTV Games,DS|PlayStation 3|Wii|Xbox 360,Music/Rhythm,8.7,26 Oct 2010,2010-10-26,Rock Band 3,Harmonix|Backbone Entertainment (Wii/DS),MTV Games|Mad Catz,Nintendo DS|PlayStation 3|Wii|Xbox 360,Music,8.6,26 October 2010,2010-10-26,1.0
8204,a6063,b5725,Rock Band 4,Harmonix Music Systems,Mad Catz|Harmonix Music Systems|Performance Designed Products,PlayStation 4|Xbox One,Music/Rhythm,8.4,6 Oct 2015,2015-10-06,Rock Band 4,Harmonix,Harmonix,PlayStation 4|Xbox One,Music/Rhythm,8.0,06 October 2015,2015-10-06,1.0
8205,a6064,b5726,Rock Band Blitz,Harmonix Music Systems,Harmonix Music Systems,PlayStation 3|Xbox 360,Music/Rhythm,7.4,28 Aug 2012,2012-08-28,Rock Band Blitz,Harmonix,Harmonix,PlayStation 3|Xbox 360,Music|Rhythm,7.4,28 August 2012,2012-08-28,1.0
8208,a6065,b5727,Rock Band Unplugged,Backbone Entertainment|Harmonix Music Systems,Harmonix Music Systems|Electronic Arts,PSP,Music/Rhythm,8.3,9 Jun 2009,2009-06-09,Rock Band Unplugged,Harmonix|Backbone Entertainment,MTV Games|Electronic Arts,PSP,Rhythm,6.8,09 June 2009,2009-06-09,1.0
8209,a6066,b5722,Rock Band,Harmonix Music Systems|MTV Games|EA Mobile,EA Mobile|MTV Games|Electronic Arts|Q Entertainment,iOS (iPhone/iPad)|PlayStation 2|PlayStation 3|Wii|Windows Mobile|Xbox 360,Music/Rhythm,8.8,20 Nov 2007,2007-11-20,Rock Band,Harmonix (Xbox 360/PS3)|Pi Studios (Wii/PS2)|Q Entertainment (Japan),MTV Games|Electronic Arts,PlayStation 2|PlayStation 3|Wii|Xbox 360,Rhythm,8.3,20 November 2007,2007-11-20,1.0
8213,a6069,b5728,Rock N' Roll Racing,Mass Media|Blizzard Entertainment|Silicon & Synapse,Blizzard Classic Arcade|Tec Toy|Interplay|Namco,Game Boy Advance|Genesis|Super Nintendo,Arcade|Driving/Racing,8.9,4 Jun 1993,1993-06-04,Rock n' Roll Racing,Silicon &amp; Synapse,Interplay Entertainment,Game Boy Advance|Sega Mega Drive/Genesis|Super Nintendo,Racing,8.7,04 June 1993,1993-06-04,1.0
8217,a6070,b5729,Rock of Ages,ACE Team,ATLUS,PC|PlayStation 3|Xbox 360,Action,7.6,31 Aug 2011,2011-08-31,Rock of Ages,ACE Team,Atlus,PC|PlayStation 3|Xbox 360,Action|Strategy|Tower Defense,6.7,31 August 2011,2011-08-31,1.0
8218,a6073,b5731,Rocket Knight,Climax Group,Konami,PC|PlayStation 3|Xbox 360,Platformer|2D|Action,7.9,11 May 2010,2010-05-11,Rocket Knight,Climax Studios,Konami,PC|PlayStation 3|Xbox 360,2.5D Platform game|Scrolling shooter,6.8,12 May 2010,2010-05-12,1.0
8220,a6074,b5733,Rocket League,Psyonix|Panic Button,Psyonix|Nintendo|505 Games,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|Xbox One,Sports|Team-Based|Arcade|Soccer,8.6,7 Jul 2015,2015-07-07,Rocket League,Psyonix,Psyonix,Linux|Nintendo Switch|PC|PlayStation 4|Xbox One,Racing|Sports,8.5,07 July 2015,2015-07-07,1.0
8221,a6075,b5734,Rocket: Robot on Wheels,Sucker Punch,Ubisoft,Nintendo 64,Platformer|Action|3D,8.1,31 Oct 1999,1999-10-31,Rocket: Robot on Wheels,Sucker Punch Productions,Ubisoft,Nintendo 64,Platform,7.4,17 November 1999,1999-11-17,1.0
8222,a6076,b5735,Rocketbirds: Hardboiled Chicken,Code Mystics Inc.|Ratloop Asia Pte Ltd,Ratloop Asia Pte Ltd,Linux|Macintosh|PC|PlayStation 3|PlayStation Vita,Action|Platformer|2D,7.0,18 Oct 2011,2011-10-18,Rocketbirds: Hardboiled Chicken,Ratloop,Reverb Publishing,Mac|PC|PlayStation 3|PlayStation Vita,Action|Platform|Shooter,6.6,18 October 2011,2011-10-18,1.0
8225,a6079,b5737,Rocksmith 2014 Edition,Ubisoft,Ubisoft,Macintosh|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Music/Rhythm,7.9,22 Oct 2013,2013-10-22,Rocksmith 2014,Ubisoft,Ubisoft,PC|PlayStation 3|PlayStation 4|Xbox 360,Music/Rhythm,9.2,22 October 2013,2013-10-22,1.0
8229,a608,b652,Battle: Los Angeles,Saber Interactive,Konami,PC|PlayStation 3|Xbox 360,First-Person|Shooter|3D|Action,5.1,11 Mar 2011,2011-03-11,Battle: Los Angeles,Saber Interactive,Konami,PC|PlayStation 3|Xbox 360,First-person shooter,4.3,11 March 2011,2011-03-11,1.0
8230,a6080,b5736,Rocksmith,Ubisoft,Ubisoft,iOS (iPhone/iPad)|PC|PlayStation 3|Xbox 360,Music/Rhythm,8.6,18 Oct 2011,2011-10-18,Rocksmith,Ubisoft San Francisco,Ubisoft,PC|PlayStation 3|Xbox 360,Music,8.0,18 October 2011,2011-10-18,1.0
8236,a6086,b5739,Rogue Galaxy,Level 5,SCEI|SCEE|SCEA|SCE Australia|Sony Interactive Entertainment,PlayStation 2|PlayStation 4,Role-Playing|Action,8.8,30 Jan 2007,2007-01-30,Rogue Galaxy,Level-5|SCE Japan Studio,Sony Computer Entertainment,PlayStation 2|PlayStation 4,Third-Person|Adventure|Hack and Slash|Role-Playing,8.1,30 January 2007,2007-01-30,1.0
8238,a6087,b5740,Rogue Legacy,Cellar Door Games,Cellar Door Games|GameTrust,Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox One,Roguelike|2D|Action|Platformer,8.0,27 Jun 2013,2013-06-27,Rogue Legacy,Cellar Door Games,,Linux|Mac|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox One,Action|Platform|Role-Playing,8.3,27 June 2013,2013-06-27,1.0
8243,a6090,b5741,Rogue Trooper,Rebellion,Eidos Interactive|Sold Out Software,PC|PlayStation 2|Xbox,Third-Person|3D|Action|Shooter,7.9,23 May 2006,2006-05-23,Rogue Trooper,Rebellion Developments,Eidos Interactive|Reef Entertainment,Nintendo Switch|PC|PlayStation 2|PlayStation 4,,7.2,23 May 2006,2006-05-23,1.0
8244,a6091,b5742,Rogue Warrior,Rebellion,Bethesda Softworks,PC|PlayStation 3|Xbox 360,Tactical|Action|First-Person|Shooter,2.9,1 Dec 2009,2009-12-01,Rogue Warrior,Rebellion Developments,Bethesda Softworks,PC|PlayStation 3|Xbox 360,First-person shooter,2.8,01 December 2009,2009-12-01,1.0
8247,a6093,b5743,Roll Away,Game Design Sweden AB,SCEE|Psygnosis|SCEI,PlayStation,Action|Puzzle,8.1,30 Nov 1998,1998-11-30,Roll Away,Game Design Sweden AB,Sony Computer Entertainment,PlayStation,Puzzle,7.7,30 November 1998,1998-11-30,1.0
8248,a6094,b5745,Rollcage Stage II,Attention To Detail,Take-Two Interactive|SCEE|Midway,PC|PlayStation,Arcade|Driving/Racing,8.3,10 Oct 2000,2000-10-10,Rollcage Stage II,Attention To Detail,NA: Midway Games|EU: Psygnosis|Take-Two Interactive (PC),PC|PlayStation,Racing,7.5,10 October 2000,2000-10-10,1.0
8249,a6095,b5744,Rollcage,Attention To Detail,Psygnosis,PC|PlayStation,Arcade|Driving/Racing,8.0,31 Mar 1999,1999-03-31,Rollcage,Attention To Detail,Psygnosis,PC|PlayStation,Racing,8.0,24 March 1999,1999-03-24,1.0
8250,a6096,b5747,RollerCoaster Tycoon 2,Chris Sawyer|Frontier Developments|Various,Sold Out Software|Atari SA|Infogrames|Mastertronic|ak tronic,PC,Management|Strategy,8.0,15 Oct 2002,2002-10-15,RollerCoaster Tycoon 2,Chris Sawyer Productions,Infogrames,PC,Simulation,8.4,15 October 2002,2002-10-15,1.0
8251,a6096,b5748,RollerCoaster Tycoon 2,Chris Sawyer|Frontier Developments|Various,Sold Out Software|Atari SA|Infogrames|Mastertronic|ak tronic,PC,Management|Strategy,8.0,15 Oct 2002,2002-10-15,RollerCoaster Tycoon 2: Triple Thrill Pack,Chris Sawyer Productions,Atari,PC,Simulation,9.0,15 October 2002,2002-10-15,1.0
8254,a6097,b5749,RollerCoaster Tycoon 3,Frontier Developments|Aspyr,Frontier Developments|Aspyr|Atari SA|Mastertronic,iOS (iPhone/iPad)|Macintosh|PC,Management|Strategy,8.4,26 Oct 2004,2004-10-26,RollerCoaster Tycoon 3,Frontier Developments,Atari,PC,Simulation,7.6,26 October 2004,2004-10-26,1.0
