_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,gold_label
701837,a1040,b6308,Capcom Classics Collection,Digital Eclipse,Capcom,PlayStation 2|Xbox,Compilation,8.0,27 Sep 2005,2005-09-27,Sonic Gems Collection,Sega,Sega,Nintendo GameCube|PlayStation 2,Compilation,7.0,16 August 2005,2005-08-16,0
710941,a6734,b6388,Space Invaders Revolution,Marvelous,Rising Star Games|Taito Corporation|Mastiff,DS,Shoot-'Em-Up|Action|2D,6.0,20 Sep 2005,2005-09-20,Space Quest: Collection,,Activision,PC,Compilation,7.0,September 2006,2006-09-01,0
730770,a6903,b6523,Star Wars Battlefront: Renegade Squadron,Rebellion,LucasArts,PSP,Action|Shooter|Third-Person|3D,8.2,9 Oct 2007,2007-10-09,Star Wars Battlefront: Renegade Squadron,Rebellion Developments,LucasArts,PSP,Third-Person Shooter,6.3,09 October 2007,2007-10-09,1
743767,a6931,b6553,Star Wars: Rogue Squadron 3D,Factor 5,Nintendo|Gradiente|LucasArts|Disney Interactive Studios,Nintendo 64|PC,Simulation,8.4,17 Nov 1998,1998-11-17,Star Wars: Rogue Squadron,Factor 5|LucasArts,LucasArts,Nintendo 64|PC,Action|Shooter,8.0,03 December 1998,1998-12-03,1
762492,a7040,b6642,Streets of Rage,M2|Sega|Biox,Sega|Samsung|Tec Toy,3DS|Android|GameGear|Genesis|iOS (iPhone/iPad)|PC|Sega Master System,2D|Beat-'Em-Up|Action,8.3,1991,1991-01-01,Streets of Rage,Sega AM7|MNM Software,Sega,Nintendo 3DS|PC|PlayStation 3|Sega Game Gear|Sega Master System|Sega Mega Drive/Genesis|Wii|Xbox 360,Beat 'em Up,7.7,September 1991,1991-09-01,1
773656,a7115,b6721,Super Dragon Ball Z,Crafts & Meister,Banpresto|Atari SA,Arcade Games|PlayStation 2,3D|Action|Fighting,7.3,18 Jul 2006,2006-07-18,Super Dragon Ball Z,Crafts &amp; Meister|Arika,Atari,PlayStation 2,Fighting,5.8,18 July 2006,2006-07-18,1
773873,a7155,b6721,Super Rub a Dub,Sumo Digital,SCEA|SCEI|SCEE|SCE Australia,PlayStation 3,Puzzle,6.9,2 May 2007,2007-05-02,Super Dragon Ball Z,Crafts &amp; Meister|Arika,Atari,PlayStation 2,Fighting,5.8,18 July 2006,2006-07-18,0
801436,a7777,b6832,Three Fourths Home,[bracket]games,[bracket]games|Digerati Distribution,Linux|Macintosh|PC|PlayStation 4|PlayStation Vita|Xbox One,Adventure|Text-Based,5.0,3 Aug 2014,2014-08-03,Sweet Home,Capcom,Capcom,NES,Survival Horror,7.4,,,0
802681,a7221,b6841,Sword of the Berserk: Guts' Rage,Yuke's,ASCII Entertainment|Eidos Interactive,Dreamcast,3D|Beat-'Em-Up|Action,8.0,29 Feb 2000,2000-02-29,Sword of the Berserk: Guts' Rage,Yuke's,Eidos Interactive,Dreamcast,Action|Hack and slash,7.1,15 March 2000,2000-03-15,1
804028,a1334,b6852,Contender 2,Bam Entertainment,Victor Interactive Software|Bam Entertainment|3DO,PlayStation,Sports|Boxing,6.0,19 Dec 2000,2000-12-19,Syphon Filter 2,Eidetic,Sony Computer Entertainment,PlayStation|PlayStation 2,Stealth|Third-person Shooter,7.8,29 February 2000,2000-02-29,0
808484,a2545,b6895,Fighter Destiny 2,Opus,Imagineer|SouthPeak Games,Nintendo 64,Fighting|Action|3D,7.0,14 Jul 2000,2000-07-14,Tales of Destiny (PS2),Namco Tales Studio,Namco,PlayStation 2,Role-playing,8.0,,,0
809275,a7817,b6899,Time of Defiance,Nicely Crafted,Oxygen Interactive|Strategy First,PC,Real-Time|Strategy,7.0,28 Sep 2004,2004-09-28,Tales of Innocence,Alfa System,Namco Bandai,Nintendo DS,Role-playing,5.8,,,0
838609,a7665,b7143,The Shield: The Game,Point of View,Aspyr,PC|PlayStation 2,Shooter|Third-Person|3D|Action,5.2,9 Jan 2007,2007-01-09,The Godfather: The Game,EA Redwood Shores|Headgate Studios|Babaroga,Electronic Arts,PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox|Xbox 360,Action|Adventure,7.3,21 March 2006,2006-03-21,0
849649,a3321,b7201,Hot Wheels: Ultimate Racing,Raylight Studios,Oxygen Interactive|DSI Games,PSP,Arcade|Driving/Racing,5.9,2 Jul 2007,2007-07-02,The King of Fighters '98: Ultimate Match,SNK Playmore|Code Mystics,SNK Playmore,PC|PlayStation|PlayStation 2,Fighting,8.1,,,0
856296,a7568,b7232,The Legend of Zelda: Majora's Mask,GREZZO|Nintendo,Nintendo,3DS|Nintendo 64,Adventure|Action,9.0,25 Oct 2000,2000-10-25,The Legend of Heroes: Trails of Blue,Nihon Falcom,,PlayStation Vita|PSP,Role-Playing,9.1,,,0
856400,a7575,b7232,The Legend of Zelda: Tri Force Heroes,Nintendo,Nintendo,3DS,Action|Adventure,6.8,23 Oct 2015,2015-10-23,The Legend of Heroes: Trails of Blue,Nihon Falcom,,PlayStation Vita|PSP,Role-Playing,9.1,,,0
863458,a7567,b7254,The Legend of Zelda: Link's Awakening,Nintendo,Nintendo,Game Boy|Game Boy Color,Adventure|Action,8.9,August 1993,1993-08-01,The Legend of Zelda: Link's Awakening,Nintendo EAD,Nintendo,Emulated|Game Boy|Game Boy Advance|Game Boy Color|Nintendo 3DS,Action|Adventure,9.0,August 1993,1993-08-01,1
889609,a7732,b7465,The Walking Dead: Season Two - A Telltale Games Series,Telltale Games,Telltale Games|Square Enix,Android|iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,Action|Adventure,8.3,17 Dec 2013,2013-12-17,The Walking Dead: Season 2 - Episode 4: Amid The Ruins,Telltale Games,Telltale Games,Android|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,Point-and-Click|Third-Person|Adventure,8.2,22 July 2014,2014-07-22,0
906339,a7878,b7617,Tom Clancy's Ghost Recon: Jungle Storm,Gameloft|Red Storm Entertainment,Gameloft|Nokia|Ubisoft,Mobile|N-Gage|PlayStation 2,First-Person|Shooter|Tactical|Action,7.6,16 Mar 2004,2004-03-16,Tom Clancy's Rainbow Six 3,Red Storm Entertainment,Ubisoft,PC|PlayStation 2|Xbox,First-person Shooter,6.8,29 October 2003,2003-10-29,0
908652,a7904,b7631,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft|Gameloft|Ubisoft Montreal,Ubisoft|Gameloft|Nokia|Focus Multimedia|ak tronic,3DS|DS|GameCube|Mobile|N-Gage|PC|PlayStation 2|PlayStation 3|Xbox,Action|Adventure,8.9,21 Mar 2005,2005-03-21,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft Shanghai,Ubisoft,Game Boy Advance|Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox,Action|Adventure|Stealth,7.8,23 March 2004,2004-03-23,0
908833,a7882,b7632,Tom Clancy's Ghost Recon: Wildlands,Ubisoft Paris|Ubisoft,Ubisoft,PC|PlayStation 4|Xbox One,Action|Adventure,7.7,7 Mar 2017,2017-03-07,Tom Clancy's The Division,Ubisoft Massive|Ubisoft Reflections|Ubisoft Red Storm,Ubisoft,PC|PlayStation|PlayStation 4|Xbox One,Third-Person|Massively Multiplayer|Open World|Shooter,7.4,08 March 2016,2016-03-08,0
908844,a7897,b7632,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal|Ubisoft,Ubisoft,PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|Tactical,7.9,1 Dec 2015,2015-12-01,Tom Clancy's The Division,Ubisoft Massive|Ubisoft Reflections|Ubisoft Red Storm,Ubisoft,PC|PlayStation|PlayStation 4|Xbox One,Third-Person|Massively Multiplayer|Open World|Shooter,7.4,08 March 2016,2016-03-08,0
910270,a7918,b7643,Tomb Raider III: Adventures of Lara Croft,Core Design Ltd.,Aspyr|Square Enix|Eidos Interactive|SoftKey|SCEA,Macintosh|PC|PlayStation,Adventure|Action,7.8,21 Nov 1998,1998-11-21,Tomb Raider: The Last Revelation,Core Design,Eidos Interactive,Dreamcast|PC|PlayStation,,7.1,31 October 1999,1999-10-31,0
941855,a2417,b7998,F24: Stealth Fighter,Skyworks Technologies,Majesco Games|Eidos Interactive,DS|Game Boy Advance,Simulation|Flight,3.9,13 Feb 2007,2007-02-13,Virtua Fighter 5,Sega-AM2,Sega,PlayStation 3|Xbox 360,Fighting,7.5,20 February 2007,2007-02-20,0
942184,a8312,b8000,Virtua Fighter 3tb,Sega AM2|Genki,Sega,Arcade Games|Dreamcast,3D|Action|Fighting,7.7,1998,1998-01-01,Virtua Tennis,Sega AM-3,Sega,Dreamcast|PC,Sports,7.8,1999,1999-01-01,0
945009,a8691,b8036,WWE SmackDown vs. Raw 2010,Yuke's|THQ Wireless,THQ|THQ Wireless,DS|iOS (iPhone/iPad)|Mobile|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Wrestling|Action|Fighting,8.2,20 Oct 2009,2009-10-20,WWE SmackDown vs. Raw 2009,Yuke's|TOSE (Nintendo DS),THQ,Nintendo DS|PlayStation 2|PlayStation 3|Xbox 360,Fighting,6.9,09 November 2008,2008-11-09,0
945894,a8363,b8052,Wallace & Gromit's Grand Adventures,Telltale Games,Telltale Games|Mastertronic,iOS (iPhone/iPad)|PC|Xbox 360,Compilation,7.6,29 Jul 2009,2009-07-29,Wallace & Gromit Ep 1: Fright of the Bumblebees,Telltale Games,Aardman Animations,PC|Xbox 360,Adventure,6.9,23 March 2009,2009-03-23,0
988200,a2739,b8439,Fritz 8 Deluxe,ChessBase,Viva Media|LLC,PC,Trivia/Board Game,8.2,1 Dec 2004,2004-12-01,Zuma Deluxe,PopCap Games|Inc.,PopCap Games|Inc.,PC,,6.9,12 December 2003,2003-12-12,0
3152,a31,b35,2010 FIFA World Cup South Africa,Electronic Arts|EA Canada,EA Sports,iOS (iPhone/iPad)|PlayStation 3|PSP|Wii|Xbox 360,Simulation|Soccer|Sports|Team-Based,8.2,26 Apr 2010,2010-04-26,2010 FIFA World Cup South Africa,EA Canada|HB Studios,EA Sports,PlayStation 3|Wii|Xbox 360,Sports,7.2,27 April 2010,2010-04-27,1
10110,a79,b133,Absolver,Sloclap,Devolver Digital,Linux|Macintosh|PC|PlayStation 4,Role-Playing|Action,7.7,29 Aug 2017,2017-08-29,Absolver,Sloclap,Devolver Digital,PC|PlayStation 4,Massively Multiplayer|Role-Playing,6.5,29 August 2017,2017-08-29,1
11404,a89,b143,Ace Combat 5: The Unsung War,Project Aces,SCEE|Namco|SCEI,PlayStation 2,Flight|Simulation,9.0,25 Oct 2004,2004-10-25,Ace Combat 5: The Unsung War,Project Aces,JP/NA: Namco|EU: SCEE,PlayStation 2,Arcade|Flight Combat,8.4,25 October 2004,2004-10-25,1
16700,a3057,b172,GT Advance 2: Rally Racing,MTO,MTO|THQ,Game Boy Advance,Driving/Racing|Simulation,8.2,30 Jun 2002,2002-06-30,Advance Wars 2: Black Hole Rising,Intelligent Systems,Nintendo,Game Boy Advance|Wii U,Turn-based tactics,8.3,23 June 2003,2003-06-23,0
20739,a7975,b187,Torment: Tides of Numenera,InXile Entertainment,Techland,Linux|Macintosh|PC|PlayStation 4|Xbox One,Role-Playing,7.8,26 Jan 2016,2016-01-26,Adventures of Mana,Square-Enix,Square-Enix,Android|iOS|PlayStation Vita,Top-Down|Action|Role-Playing,7.9,04 February 2016,2016-02-04,0
40996,a3697,b377,Kingdom Hearts: Chain of Memories,Jupiter Corporation,Square Enix|Nintendo,Game Boy Advance|PlayStation 2,Action|Role-Playing,8.3,7 Dec 2004,2004-12-07,Another Code: Two Memories,Cing,Nintendo,Emulated|Nintendo 3DS|Nintendo DS,Adventure,7.0,26 September 2005,2005-09-26,0
41729,a315,b389,Ape Escape Academy,Shift,SCEE|SCEI|SCEA|SCE Australia,PSP,Party/Minigame,6.9,17 Jan 2006,2006-01-17,Ape Escape 3,Japan Studio,Sony Computer Entertainment,PlayStation 2,Platform,8.1,17 January 2006,2006-01-17,0
44883,a395,b440,Army Men: Sarge's Heroes 2,Game Brains|3DO,3DO|Midas Interactive Entertainment,Game Boy Color|Nintendo 64|PlayStation|PlayStation 2,Action,6.3,26 Sep 2000,2000-09-26,Army Men: Sarge's Heroes 2,3DO,3DO,Nintendo 64|PlayStation,Action Shooter,7.0,2000,2000-01-01,1
53632,a6911,b501,Star Wars Episode I: Racer,LucasArts|Pax Softonica,LucasArts|Nintendo,Dreamcast|Game Boy Color|Macintosh|Nintendo 64|PC,Driving/Racing|Arcade,8.2,30 Apr 1999,1999-04-30,Asura's Wrath: Episode Pack - Part IV,CyberConnect2,Capcom,PlayStation 3|Xbox 360,Action|Beat 'em Up,8.2,,,0
74577,a617,b655,Battleborn,Gearbox Software,2K Games,PC|PlayStation 4|Xbox One,Action|First-Person|Shooter|3D,7.1,3 May 2016,2016-05-03,Battleborn,Gearbox Software,2K Games,PC|PlayStation 4|Xbox One,First-Person|Shooter,6.6,,,1
85792,a8035,b777,Transformers Animated: The Game,Artificial Mind and Movement,Activision,DS,Action,6.6,21 Oct 2008,2008-10-21,Black Rock Shooter: The Game,Imageepoch,Imageepoch,PSP,Action|Role-Playing,7.7,,,0
85815,a214,b777,Alien Shooter: Vengeance,Sigma-Team,Virtual Programming|cdv Software|1C|Focus Multimedia,Macintosh|PC,Action,7.8,16 Feb 2007,2007-02-16,Black Rock Shooter: The Game,Imageepoch,Imageepoch,PSP,Action|Role-Playing,7.7,,,0
88185,a2660,b803,Flying Corps,Rowan Software Ltd.,Empire Interactive,PC,Flight|Simulation,7.6,November 1997,1997-11-01,Blast Corps,Rare,Nintendo,Nintendo 64|Xbox One,Action|Puzzle,6.9,24 March 1997,1997-03-24,0
93981,a833,b866,Bodycount (2011),Guildford Studio,Codemasters,PlayStation 3|Xbox 360,First-Person|Shooter|3D|Action,5.0,30 Aug 2011,2011-08-30,Bodycount,Guildford Studio,Codemasters,PlayStation 3|Xbox 360,First-person shooter,5.2,30 August 2011,2011-08-30,1
96780,a3984,b896,LostWinds: Winter of the Melodias,Frontier Developments,Frontier Developments|Square Enix,iOS (iPhone/iPad)|PC|Wii,Platformer|3D|Action,8.3,19 Oct 2009,2009-10-19,Borderlands 2: Game of the Year Edition,Gearbox Software,2K Games,Linux|Mac|PC|PlayStation 3|PlayStation 4|Xbox 360,First-Person|Shooter,8.8,,,0
107686,a930,b973,Brothers: A Tale of Two Sons,Starbreeze,505 Games|Spike Chunsoft,Android|iOS (iPhone/iPad)|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Adventure,8.4,7 Aug 2013,2013-08-07,Brothers: A Tale of Two Sons,Starbreeze Studios,505 Games,Android|PC|PlayStation 3|PlayStation 4|Xbox|Xbox 360|Xbox One,Third-Person|Adventure,8.4,07 August 2013,2013-08-07,1
116807,a1014,b1058,Call of Duty 4: Modern Warfare,n-Space|Infinity Ward|Treyarch,Activision|Aspyr|Square Enix,DS|Macintosh|PC|PlayStation 3|Wii|Xbox 360,Action|First-Person|Shooter|3D,9.1,5 Nov 2007,2007-11-05,Call of Duty: Modern Warfare 2 - Multiplayer,,,PC,,7.8,,,0
120102,a1026,b1069,Call of Duty: World at War,n-Space|Treyarch|Exakt,Activision,DS|PC|PlayStation 3|Wii|Xbox 360,3D|Action|First-Person|Shooter,8.4,10 Nov 2008,2008-11-10,Call of Juarez: Bound in Blood,Techland,Ubisoft,PC|PlayStation 3|Xbox 360,First-Person|Shooter,7.4,30 June 2009,2009-06-30,0
131371,a1104,b1145,Castlevania: Portrait of Ruin,Konami,Konami,DS,Role-Playing|Action,8.7,5 Dec 2006,2006-12-05,Castlevania: Portrait of Ruin,Konami,Konami,Nintendo 2DS|Nintendo 3DS|Nintendo DS,Action|Adventure,8.0,05 December 2006,2006-12-05,1
150219,a3110,b1315,Gunstar Super Heroes,Treasure,Sega|THQ,Game Boy Advance,Shoot-'Em-Up|2D|Action,8.6,25 Oct 2005,2005-10-25,Company of Heroes,Relic Entertainment,THQ,PC,Real-Time|Strategy,8.2,12 September 2006,2006-09-12,0
181726,a1630,b1614,Dead Rising 4,Capcom Vancouver,Capcom|Microsoft Game Studios,PC|PlayStation 4|Xbox One,Adventure|Action,6.6,6 Dec 2016,2016-12-06,Dead Rising 4,,Microsoft Studios,PC|PlayStation 4|Xbox One,Third-Person|Action|Adventure|Survival,7.2,06 December 2016,2016-12-06,1
186536,a1654,b1653,Deadly Premonition,Access Games,Mastertronic|Rising Star Games|Marvelous|TOYBOX|Marvelous AQL|Ignition Entertainment|Xseed Games,PC|PlayStation 3|Xbox 360,Action|Adventure,7.6,17 Feb 2010,2010-02-17,Deadly Premonition,Access Games,NA: Ignition Entertainment|JP: Marvelous Entertainment|EU: Rising Star Games,PC|PlayStation 3|Xbox 360,Open World|Survival Horror,8.1,,,1
186783,a1753,b1654,Deus Ex: Human Revolution - Director's Cut,Eidos Montreal|Straight Right,Feral Interactive|Square Enix,Macintosh|PC|PlayStation 3|Wii U|Xbox 360,Action|Adventure,8.2,22 Oct 2013,2013-10-22,Deadly Premonition: Director's Cut,ToyBox,Rising Star Games,PC|PlayStation 3,Open World|Survival Horror,7.6,30 April 2013,2013-04-30,0
190178,a2556,b1695,Fighting Force,Core Design Ltd.,Crave|Eidos Interactive|Square Enix|Electronic Arts Victor,Nintendo 64|PC|PlayStation,Action|3D|Beat-'Em-Up,7.0,31 Oct 1997,1997-10-31,Delta Force,NovaLogic,NovaLogic,PC,First-person Shooter,6.9,01 November 1998,1998-11-01,0
227372,a1973,b1994,Dragon Ball Z: Budokai 3,Dimps Corporation,Atari SA|Bandai,PlayStation 2,3D|Fighting|Action,9.0,16 Nov 2004,2004-11-16,Dragon Ball Z: Budokai 3,Dimps,Namco Bandai Games|Atari|Bandai,PlayStation 2|Xbox 360,Action|Fighting,8.1,16 November 2004,2004-11-16,1
231382,a1983,b2008,Dragon Ball Z: Shin Budokai - Another Road,Dimps Corporation,Bandai Namco Games|Bandai|Atari SA,PSP,3D|Fighting|Action,8.5,20 Mar 2007,2007-03-20,Dragon Ball Z: Shin Budokai - Another Road,Dimps,Atari,PSP,,7.6,20 March 2007,2007-03-20,1
232080,a1965,b2010,Dragon Ball: Origins,Game Republic,Atari SA|Bandai Namco Games|Namco Bandai Games|Bandai,DS,Action|Adventure,8.3,4 Nov 2008,2008-11-04,Dragon Ball Z: Super Butouden 2,,Bandai,Super Nintendo,Fighting,5.9,,,0
243544,a2016,b2042,Dragon Valor,Namco,SCEE|Namco|Bandai Namco Games,PlayStation,Action|Role-Playing,6.9,16 Oct 2000,2000-10-16,Dragon Warrior I & II,Armor Project|Chunsoft|TOSE,Enix Corporation,Game Boy Color|Super Nintendo,Top-Down|Turn-Based|Adventure|Role-Playing,7.3,September 2000,2000-09-01,0
254666,a6099,b2137,Rollers of the Realm,Phantom Compass,ATLUS|Arc System Works,PC|PlayStation 4|PlayStation Vita,Pinball,6.8,18 Nov 2014,2014-11-18,Dungeon of the Endless,AMPLITUDE Studios,AMPLITUDE Studios,PC,Top-Down|Real-Time|Turn-Based|Adventure|Roguelike|Role-Playing,7.9,11 December 2013,2013-12-11,0
271846,a2321,b2319,EverQuest II,Sony Online Entertainment,Sony Online Entertainment|Square Enix|Deep Silver|Ubisoft,PC,MMO|Role-Playing,7.7,8 Nov 2004,2004-11-08,EverQuest II,Sony Online Entertainment,Sony Online Entertainment,PC,Massively Multiplayer|Role-Playing,7.4,04 November 2004,2004-11-04,1
276568,a2520,b2377,FIFA Soccer 10,Electronic Arts|Exient Entertainment|EA Sports|HB Studios Multimedia,Electronic Arts|EA Sports,BlackBerry|DS|iOS (iPhone/iPad)|PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox 360,Simulation|Soccer|Sports|Team-Based,7.5,28 Sep 2009,2009-09-28,FIFA 10,EA Canada (360/PS3)|HB Studios (PC/PSP/PS2)|Sumo Digital (Wii)|Exient Entertainment (NDS),EA Sports,PC|PlayStation 2|PlayStation 3|PSP|Xbox 360,Sports,7.5,20 October 2009,2009-10-20,1
276845,a6295,b2388,Sega GT 2002,Wow Entertainment,Sega,Xbox,Simulation|Driving/Racing,7.6,2 Sep 2002,2002-09-02,FIFA 2002,EA Canada,Electronic Arts,Nintendo GameCube|PC|PlayStation 2,Sports,6.9,01 November 2001,2001-11-01,0
276908,a2526,b2390,FIFA Soccer 2004,Exient Entertainment|EA Canada,EA Sports|Electronic Arts|ak tronic,Game Boy Advance|GameCube|N-Gage|PC|PlayStation|PlayStation 2|Xbox,Team-Based|Simulation|Soccer|Sports,7.8,4 Nov 2003,2003-11-04,FIFA 2004,EA Canada|Exient Entertainment (GBA/N-Gage),Electronic Arts,Nintendo GameCube|PC|PlayStation|PlayStation 2,Sports,5.8,04 November 2003,2003-11-04,1
294984,a2583,b2556,Final Fantasy: The 4 Heroes of Light,Matrix Software,Square Enix,DS,Role-Playing,7.4,5 Oct 2010,2010-10-05,Final Fantasy IV: The Complete Collection,Bullet Ltd,Square Enix,Emulated|PlayStation Vita|PSP,Role-playing,8.2,19 April 2011,2011-04-19,0
298331,a1418,b2571,Crisis Core: Final Fantasy VII,Square Enix,Square Enix,PSP,Action|Role-Playing,9.1,24 Mar 2008,2008-03-24,Final Fantasy V,Square,Square,Android|Emulated|Game Boy Advance|iOS|PC|PlayStation|PlayStation 3|PlayStation Vita|PSP|Super Nintendo,Role-Playing,8.0,,,0
304474,a2602,b2606,Final Fight One,Sun-Tec,Capcom,Game Boy Advance,Action|2D|Beat-'Em-Up,8.0,26 Sep 2001,2001-09-26,Final Fight Guy,Capcom,Capcom,Super Nintendo,Beat 'em up,6.3,,,0
304609,a2588,b2606,Final Fantasy VIII,SquareSoft,SquareSoft|Eidos Interactive|Square Enix|Square EA|SCE Australia,PC|PlayStation,Role-Playing,9.1,7 Sep 1999,1999-09-07,Final Fight Guy,Capcom,Capcom,Super Nintendo,Beat 'em up,6.3,,,0
310964,a2668,b2666,Football Manager 2012,Sports Interactive,Sega|Sega Europe,Macintosh|PC|PSP,Soccer|Sports|Team-Based|Management,8.1,20 Oct 2011,2011-10-20,Football Manager 2009,Sports Interactive,Sega,PC,Sports|Simulation,8.0,,,0
335905,a2895,b2884,Giants: Citizen Kabuto,Omni Group|Planet Moon Studios|Digital Mayhem,Mac Play|Interplay,Macintosh|PC|PlayStation 2,Action|Shooter|Third-Person|3D,8.6,6 Dec 2000,2000-12-06,Giants: Citizen Kabuto,Planet Moon Studios|The Omni Group (Mac OS X)|Digital Mayhem (Playstation 2),Interplay Entertainment|MacPlay (Mac OS X),PC|PlayStation 2,Third-Person|Shooter,7.6,07 December 2000,2000-12-07,1
342444,a6953,b2976,Starcraft II: Wings of Liberty,Blizzard Entertainment,Blizzard Entertainment,Macintosh|PC,Strategy|Real-Time,9.0,27 Jul 2010,2010-07-27,Grand Theft Auto: Episodes From Liberty City,Rockstar North|Rockstar Toronto (PC),Rockstar Games,PC|PlayStation 3|Xbox 360,Third-Person|Action|Sandbox|Shooter,8.3,29 October 2009,2009-10-29,0
368537,a8369,b3228,Wanted: Weapons of Fate,GRIN,Warner Bros. Interactive Entertainment|Spike,PC|PlayStation 3|Xbox 360,Action|Shooter|Third-Person|3D,7.1,23 Mar 2009,2009-03-23,Heileen 2: The Hands of Fate,Winter Wolves,Winter Wolves,PC,Visual Novel,3.3,12 December 2009,2009-12-12,0
381371,a253,b3318,Always Sometimes Monsters,Devolver Digital|Vagabond Dog,Devolver Digital|GHI Media|LLC|Vagabond Dog,Android|iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 4,Adventure,7.0,21 May 2014,2014-05-21,Hollywood Monsters,Pendulo Studios,Dinamic Multimedia,PC,Adventure,7.7,,,0
401828,a8166,b3564,Ultimate 8 Ball,Mirage Interactive,THQ|Gremlin Interactive|Zoo Digital Publishing,PC|PlayStation,Billiards|Sports,7.0,31 May 1999,1999-05-31,Jump Ultimate Stars,Ganbarion,Nintendo,Nintendo DS,2D versus fighting,7.5,,,0
403592,a3620,b3596,Kalimba,Flashbulb ApS|Press Play,Flashbulb ApS|Microsoft Game Studios|Press Play,iOS (iPhone/iPad)|PC|Xbox One,Action,6.0,17 Dec 2014,2014-12-17,Kalimba,Press Play,Microsoft Game Studios,PC|Xbox One,Platform,8.0,17 December 2014,2014-12-17,1
404638,a135,b3617,Affordable Space Adventures,KnapNok Games,KnapNok Games|Rainy Frog,Wii U,Shoot-'Em-Up|Action|2D,7.8,9 Apr 2015,2015-04-09,Kerbal Space Program,Squad,Squad,PC,Simulation,8.6,27 April 2015,2015-04-27,0
405300,a3667,b3631,Killer7,Grasshopper Manufacture,Capcom,GameCube|PlayStation 2,Adventure|Action,8.2,7 Jul 2005,2005-07-07,Killer7,Grasshopper Manufacture,Capcom,Nintendo GameCube|PlayStation 2,Action-adventure|rail shooter|first-person shooter,8.1,07 July 2005,2005-07-07,1
462948,a5771,b4127,Racing Gears Advance,Orbital Media|Inc.,Zoo Digital Publishing|Orbital Media|Inc.,Game Boy Advance,Driving/Racing|Arcade,8.5,8 Feb 2005,2005-02-08,Mario Golf: Advance Tour,Camelot Software|Planning,Nintendo,Game Boy Advance,Sports game|role-playing,7.8,22 June 2004,2004-06-22,0
466453,a4167,b4153,Mario Party 6,Hudson Soft,Nintendo,GameCube,Party/Minigame,8.0,6 Dec 2004,2004-12-06,Mario Party Advance,Hudson Soft,Nintendo,Game Boy Advance,Party,6.3,28 March 2005,2005-03-28,0
492691,a4313,b4330,Mega Man Zero 3,Inti,Capcom,Game Boy Advance,Action|2D|Platformer,8.8,5 Oct 2004,2004-10-05,Mega Man Zero 4,Inti Creates|Natsume,Capcom,Emulated|Game Boy Advance|Nintendo 3DS|Nintendo DS,Action|Platform,8.2,04 October 2005,2005-10-04,0
495653,a4345,b4360,Metal Gear Acid,Konami,Konami,PSP,Card Game,8.1,22 Mar 2005,2005-03-22,Metal Gear (MSX),Konami,Konami,MSX|PlayStation 2|PlayStation 3|PlayStation Vita|Xbox 360,Stealth,7.1,,,0
497126,a4348,b4367,Metal Gear Solid 3: Snake Eater,Kojima Productions|KCEJ,Konami|Atari SA,3DS|PlayStation 2,Adventure|Action,9.3,17 Nov 2004,2004-11-17,Metal Gear Solid 3: Snake Eater,Konami Computer Entertainment Japan / Kojima Productions,Konami,Nintendo 3DS|PlayStation 2|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360,Stealth action,9.2,17 November 2004,2004-11-17,1
497347,a4344,b4368,Metal Gear Acid 2,Konami|Kojima Productions,Glu Mobile|Konami,Mobile|PSP,Card Game,8.5,21 Mar 2006,2006-03-21,Metal Gear Solid 3: Subsistence,Kojima Productions,Konami Corporation,PC|PlayStation 2|PlayStation 3|PlayStation Vita|Xbox 360,Action-Adventure,9.4,14 March 2006,2006-03-14,0
497950,a8865,b4372,Zone of the Enders HD Collection,High Voltage Software,Konami,PlayStation 3|Xbox 360,Compilation,7.6,30 Oct 2012,2012-10-30,Metal Gear Solid HD Collection,Konami,Konami,PlayStation 3|PlayStation Vita|Xbox 360,Action|Adventure|Stealth,9.5,08 November 2011,2011-11-08,0
517591,a4476,b4512,Mister Mosquito,Zoom,SCEI|Eidos Interactive,PlayStation 2,Shooter|Third-Person|3D|Action,7.1,12 Mar 2002,2002-03-12,Mister Mosquito,Zoom,JP: Sony Computer Entertainment|NA/PAL: Eidos Interactive,PlayStation 2,Third-Person|Action|Simulation,5.7,13 March 2002,2002-03-13,1
